TASKKEY,PAGE_URL,LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32,LABEL-33,LABEL-34,LABEL-35,LABEL-36,LABEL-37,LABEL-38,LABEL-39
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score3.0,3,3,3Career Growth,3,3Work - Life Balance,3,3Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Decent WLB”,Verified User,"Verified User
                    Current Employee · Q***** · Software Engineer - Apr 21, 2023",Pros,"- WLB isn’t bad, but can be rough depending on team and timeline of project",Cons,- TC is not great depending on location- Promo is a lengthy process,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score1.0,1,1,1Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,1,1Company Culture,1,1Management,View detailed rating,“Bad management”,Verified User,"Verified User
                    Current Employee · M***** · Software Engineer - Apr 20, 2023",Pros,Work life balance is ok. Better than startups. Worse than other big companies.,Cons,The management is bad. I don’t recommend joining Google for the sake of Google.,MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score4.0,4,4,4Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great scope for growth ”,Verified User,"Verified User
                    Current Employee · a******** · Technical Program Manager - Apr 20, 2023",Pros,Good work life balance. Great scope for growthHands on the latest,Cons,Nowadays It has slowly become an ordinary company like others.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score4.0,4,2,2Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,1,1Management,View detailed rating,“Great work life balance”,Verified User,"Verified User
                    Current Employee · T******** · Software Engineer - Apr 20, 2023",Pros,"Decent comp, good name brand. Great place to go if you want to rest and have no impact for a few years.",Cons,"You'll never worth on anything important. All launches take so long, everyone wants to approve everything before it goes out",MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score2.0,2,1,1Career Growth,4,4Work - Life Balance,2,2Compensation / Benefits,1,1Company Culture,1,1Management,View detailed rating,“Used to be a great place. Dumpster fire now.”,Verified User,"Verified User
                    Current Employee · M********* · Senior Software Engineer - Apr 20, 2023",Pros,"+ WLB is still okay in most teams, not sure for how much longer though+ Free food and decent perks, again not sure for how much longer (some cafes are being shut down)",Cons,- Morale is in the gutters. Company culture has rapidly degraded in the last couple of years. Many excellent engineers have left- Pay is not really competitive. Google consistently downlevels folks and low-balls them.- Current management is incredibly tone-deaf and the company is mismanaged as hell.,MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score4.0,4,4,4Career Growth,4,4Work - Life Balance,5,5Compensation / Benefits,4,4Company Culture,3,3Management,View detailed rating,“Best big tech company”,Verified User,"Verified User
                    Former Employee · j****** · Software Engineer - Apr 20, 2023",Pros,Better wlb than it's competitorsExcellent benefitsReally good Compensation,Cons,Career growth opportunities are lowCompany has lost a lot of it's aura,MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,Reasons for Resignation,I was laid off from Google. Did not leave by choice
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score4.0,4,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,2,2Management,View detailed rating,“Super chill company”,Verified User,"Verified User
                    Current Employee · k***** · Software Engineer - Apr 20, 2023",Pros,"Extremely relaxed day to day, hardly ever have to work 'hard'Great comp and benefits",Cons,"Poor management, Entitled people, who have gotten soft doing little to nothing but still think they're great because they work at google",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score3.0,3,3,3Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“good everything except work”,Verified User,"Verified User
                    Current Employee · q***** · Software Engineer III - Apr 20, 2023",Pros,"mixed bag of org and manager drama's, great company perks like gym, food, extra-circulars.",Cons,"management is mixed bag, some competent, some notbig company vibes, you won't know your coworkers or your neighborshard to do your job",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Overall great”,Verified User,"Verified User
                    Current Employee · y***** · Software Engineer - Apr 19, 2023",Pros,Good compensationGood career growthGood work life balanceLooks good on resume,Cons,Lots of middle managementTakes time to make changes,MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
mDNScRxE,https://www.teamblind.com/company/Google/reviews?page=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prev,05,03,04,06,07,Next,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Good wlb”,Verified User,"Verified User
                    Current Employee · Q***** · Software Engineer - Apr 19, 2023",Pros,"Wlb, office spaceComp is decentPto is okayBenefitsBenefits",Cons,CompBenefits are just okLeadership directionStock performanceBenefits,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score2.0,2,2,2Career Growth,1,1Work - Life Balance,4,4Compensation / Benefits,1,1Company Culture,1,1Management,View detailed rating,"“Great money, crap culture”",Verified User,"Verified User
                    Current Employee · s******* · Staff Software Engineer - Apr 19, 2023",Pros,"High compensation, free food, and you'll have lots of clout with vapid tech people. If you are not on GDCH team, you might actually have a life outside of work.",Cons,"GDCH team work/life balance is horrific, and management can dump all kinds of crap on you at any time. Expectations are also fairly vague and often unrealistic (absurd deadlines, dev schedules).Rest of the company seems to be less terrible, but fairly stagnant.",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,3,3Management,View detailed rating,"“Great comp, great WLB, shaky leadership ”",Verified User,"Verified User
                    Current Employee · N***** · Product Manager II - Apr 19, 2023",Pros,Pay is higher than anywhere else I've worked. Great WLB and psychological safety.,Cons,"Way too many layers of leadership to get anything done, lots of people dead weight as they rest and vest.",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score3.0,3,1,1Career Growth,4,4Work - Life Balance,5,5Compensation / Benefits,3,3Company Culture,1,1Management,View detailed rating,“Good work life balance but poor direction ”,Verified User,"Verified User
                    Current Employee · A***** · Principal Solution Engineer - Apr 18, 2023",Pros,Perks and pay package. Decent healthcare and flexible work culture,Cons,Slow promotion at higher levels. Multiple teams working on similar products,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Highly dependent on team”,Verified User,"Verified User
                    Current Employee · W***** · UX Designer V - Apr 18, 2023",Pros,Generally good work life balanceStill some anarchy structures left in place that allows for high autonomyStrong outlook despite the news cycle,Cons,Many reorgs lead to instabilityThings take a long time to ship,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score3.0,3,3,3Career Growth,3,3Work - Life Balance,3,3Compensation / Benefits,2,2Company Culture,2,2Management,View detailed rating,“Much worse than expected”,Verified User,"Verified User
                    Former Employee · p******** · Research Scientist - Apr 17, 2023",Pros,Office is relatively cool. Good benefits. Some good working relation could be established,Cons,Google is like a big boat with a fuzzy captain. No clear vision around several products.,MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,Reasons for Resignation,I am just tired of that many politics around and we got kicked out of some project. I have no idea what management is doing.
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score2.0,2,1,1Career Growth,5,5Work - Life Balance,1,1Compensation / Benefits,1,1Company Culture,1,1Management,View detailed rating,“shel of its former self”,Verified User,"Verified User
                    Current Employee · G********* · Software Engineer - Apr 17, 2023",Pros,good wlb with few hours and easy coasting. colleagues keep hours strict.,Cons,bad potential comp leading to coasting across the board. 2nd time joining and it’s not the same.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,4,4Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,3,3Company Culture,2,2Management,View detailed rating,“Great place to learn”,Verified User,"Verified User
                    Current Employee · T******* · Machine Learning Engineer - Apr 17, 2023",Pros,"1. Great work life balance2. Great compensation3. Great coworkers if you like, you can always find a guy to learn a lot of new stuff.",Cons,"Poor management in cloud, spent lots of time in one project, then drop it.",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,3,3Career Growth,2,2Work - Life Balance,3,3Compensation / Benefits,2,2Company Culture,2,2Management,View detailed rating,“Work life balance isn't good for some teams”,Verified User,"Verified User
                    Current Employee · m***** · Analyst I, Business Support and Analytics - Apr 17, 2023",Pros,Ai technology is still an advantage of the company and for people who're seeking relevant skill growth.,Cons,stress level can be very high for some teams and overall work life balance has been worsen.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“Still top tier”,Verified User,"Verified User
                    Current Employee · O***** · Senior Software Engineer - Apr 16, 2023",Pros,Google as a brand is still globally recognized as a tech leader,Cons,Continual growth and poor macroeconomic conditions have corrupted the original culture,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,3,3Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“WLB”,Verified User,"Verified User
                    Current Employee · d***** · Recruiter - Apr 16, 2023",Pros,"Great work life balance, compensation is amazing. Perks and free meals are a plus.",Cons,"Hard to grow within teams, politics are meh. Lots of ambiguity",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,2,2Career Growth,5,5Work - Life Balance,3,3Compensation / Benefits,5,5Company Culture,3,3Management,View detailed rating,“Great culture great wlb but slow growth ”,Verified User,"Verified User
                    Current Employee · D******** · Research Scientist - Apr 16, 2023",Pros,Very focused on good engineering Great ML depth and expertise Pretty Good wlb,Cons,Management is uncertain. Sometimes bad middle manager can screw your life. Upper management pivots a lot. No or very slow career progress. Down level new hire,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,3,3Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,"“Used to be great , losing its shine”",Verified User,"Verified User
                    Current Employee · T***** · UX Designer II - Apr 16, 2023",Pros,"1. Decent perks2. Some nice projects to work on , great colleagues3. Wlb depends on the team , but better than similar companies",Cons,1. Deteriorating culture 2. Obsessed with cost cutting3. Leadership is weak to weather the storm of new economic reality4. Knee jerk reactions,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great place”,Verified User,"Verified User
                    Current Employee · b********* · Software Engineer - Apr 16, 2023",Pros,Great place to work everything great here loving it herw,Cons,"Nothing i can think of , good for vest and rest",MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score3.0,3,2,2Career Growth,4,4Work - Life Balance,3,3Compensation / Benefits,2,2Company Culture,3,3Management,View detailed rating,“Meh”,Verified User,"Verified User
                    Current Employee · L****** · Software Engineer - Apr 15, 2023",Pros,"Wlb good, comp is ok, food is ok, coworkers are nice",Cons,"Boring work, asshole ceo, layoffs, grad is a waste of time",MORE,Helpful (3),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,5,5Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Great place to work”,Verified User,"Verified User
                    Current Employee · m**** · Hardware Engineer - Apr 15, 2023",Pros,"Great benefit, office and campus, free meals, good working environment.",Cons,"Bad manager, need to hire good managers for the company. Over hire too many employees in 2022.",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“So far so good”,Verified User,"Verified User
                    Current Employee · K***** · Software Engineer - Apr 15, 2023",Pros,"Really smart colleague, great perks, impeccable tech stack, supporting environment",Cons,"Projects can be hit or miss in terms of how interesting they are. Google is also a tech island, and it's unclear how big of a problem this is upon leaving the company.",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score1.0,1,1,1Career Growth,1,1Work - Life Balance,3,3Compensation / Benefits,4,4Company Culture,1,1Management,View detailed rating,“Great company if you a manager who is a hood for for you”,Verified User,"Verified User
                    Current Employee · w******* · Software Engineer - Apr 15, 2023",Pros,"Smart coworkers Very helpful coworkers Pay is pretty good, not the best but def good",Cons,Managers have too much control. There is at enough checks and balances to ensure employees are being calibrated well.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score3.0,3,2,2Career Growth,4,4Work - Life Balance,3,3Compensation / Benefits,3,3Company Culture,1,1Management,View detailed rating,“Not what was promised”,Verified User,"Verified User
                    Current Employee · p***** · Marketing Manager - Apr 15, 2023",Pros,Many great people to meet on the way and the name of the company gave a level of prestige.,Cons,"Management is bad, lack of innovation, people work on similar things and then fight about ownership, red tape, racism, sexism etc",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great WLB”,Verified User,"Verified User
                    Current Employee · O***** · Software Engineer - Apr 14, 2023",Pros,"Awesome colleagues, very friendly and encouraging culture, and a huge emphasis on work life balance",Cons,"Bureaucracy is a huge problem, it takes a long time to launch products",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Great company ”,Verified User,"Verified User
                    Current Employee · m******* · Senior Manager, Operations - Apr 14, 2023",Pros,"Honestly not a lot to pick at, I've loved my time at Google and would recommend it to anyone.",Cons,"Depending on the org it can be a bit top heavy, but I've seen both.",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score3.0,3,2,2Career Growth,2,2Work - Life Balance,1,1Compensation / Benefits,2,2Company Culture,1,1Management,View detailed rating,“A Giant in Decline”,Verified User,"Verified User
                    Current Employee · J***** · Analyst - Business Consulting - Apr 14, 2023",Pros,"- It's Google! No need to explain what your company does. - Attracts interesting and ambitious people.- Sometimes things get done!- Benefits get the job done, but aren't what they used to be.",Cons,"- Almost no leadership in the company, each org seems to be at war with itself and all the others. - The days of transparency are gone, almost everything is through a PR filter.- Cuts continue to make it feel like 08!- The company is entirely risk adverse when it comes to gains, but blindly stumbles into risk to avoid losses.",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,5,5Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,3,3Management,View detailed rating,“Still a top tech company but used to be better ”,Verified User,"Verified User
                    Current Employee · C***** · Software Engineer - Apr 13, 2023",Pros,Still the one of the best tech companies. Deep technical depth and strong engineering culture. People are nice and smart. Prestige. Great perks and WLB,Cons,Things move slow and hard to get things done. GRAD is a mess and morale is going downhill because of recent layoffs and less transparency.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,3,3Management,View detailed rating,“Bottoms up culture takes adjustment”,Verified User,"Verified User
                    Current Employee · l***** · Business Development Manager II - Apr 13, 2023",Pros,Prioritizes work life balance and benefits / perks are industry leading. Comp also in general is top of market.,Cons,"Bottoms up culture means product strategy, vision, and road map is a mess and always changing. Also culture is perf driven meaning that is what motivates people vs doing what's best for the product / user.",MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score3.0,3,5,5Career Growth,3,3Work - Life Balance,5,5Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“Culture is changing ”,Verified User,"Verified User
                    Current Employee · s****** · UX Researcher - Apr 13, 2023",Pros,"Lots of career growth opportunities and good pay and perks, although declining.",Cons,The culture is declining from layoffs and lack of psychological safety.,MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score3.0,3,3,3Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,2,2Company Culture,1,1Management,View detailed rating,“Echo chamber stuck in the past”,Verified User,"Verified User
                    Former Employee · g**** · Senior Engineering Director - Apr 13, 2023",Pros,"Great work life balance (see cons re: coasters)Great compensationGreat opportunities, limited by weak management and lack of bold thinking",Cons,"Living in the past, bloated sense of exceptionalism, echo chamber warps realistic view of portfolioCoasters everywhereZero accountability…failure is tolerated (or not acknowledged) to a ridiculous degreeVery weak management culture Non-confrontational to a ridiculous levelLong time execs are a liability, though often put on a pedestalLittle energySquandered opportunities aboundPathological fear of attrition, even for long time marginal performers",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,Reasons for Resignation,"Basically, if you’re not a coaster and/or checked out, you’ll struggle to stay motivated.  Not exactly inspiring."
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score2.0,2,2,2Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,1,1Management,View detailed rating,“Not what it used to be”,Verified User,"Verified User
                    Current Employee · g***** · Engineering Manager - Apr 12, 2023",Pros,Remaining small pockets of interesting and truly innovative work (such as AI)Still good for learning big tech ropes for a couple of years if fresh out of school,Cons,"Has mostly become a me-too company that fails on most things it touches because of internal bureaucracy and risk-averse, bloated management layers",MORE,Helpful (4),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,2,2Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“Good name for resume”,Verified User,"Verified User
                    Current Employee · z***** · Software Engineer - Apr 12, 2023",Pros,Good people to work withHigh impact projects Good pay and benefits,Cons,You have to play the game to grow in careerCan feel very stuck at times Tech is not fun to use at times,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great work life balance”,Verified User,"Verified User
                    Current Employee · s******* · Software Engineer - Apr 12, 2023",Pros,- Great work life balance- Cool and supportive manager,Cons,- Free food is not that good- Slow career growth,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,Rating Score4.0,4,4,4Career Growth,4,4Work - Life Balance,3,3Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Good place to work”,Verified User,"Verified User
                    Current Employee · E***** · Technical Program Manager - Apr 12, 2023",Pros,- Work life balance- Amazing colleagues -  Great culture,Cons,- Big corporate company- Bureaucracy- Not fast enough,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
JU03CJhH,https://www.teamblind.com/company/Google/reviews?page=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prev,06,04,05,07,08,Next,,
KSv2c1tb,https://www.teamblind.com/company/Google/reviews?page=7,,,,Rating Score5.0,5,3,3Career Growth,3,3Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,"“Good pay, work life balance is upto the individual ”",Verified User,"Verified User
                    Current Employee · l***** · Engineering Manager - Apr 12, 2023",Pros,Smart coworkersGreat workGood payNice offices / perks,Cons,Have to be deliberate abt Work life balance Lots of red tapePgM heavy,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
KSv2c1tb,https://www.teamblind.com/company/Google/reviews?page=7,,,,Rating Score5.0,5,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“It's fun ”,Verified User,"Verified User
                    Current Employee · C******** · Software Engineer - Apr 12, 2023",Pros,Pays well and it's a fun place to work always,Cons,Downleveling and the layoffs made a lot of people depressed,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
KSv2c1tb,https://www.teamblind.com/company/Google/reviews?page=7,,,,Rating Score3.0,3,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,2,2Management,View detailed rating,"“Great WLB, weak leadership”",Verified User,"Verified User
                    Current Employee · o***** · Manufacturing Engineer - Apr 12, 2023",Pros,Easy to coastComp is top tier Good perks for employees,Cons,Confused leadership that prevents action from moving forward. Long time management resist change that comes from newer management and nothing ends up getting doneWork focus is on perf rather than actual tasks,MORE,Helpful (3),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
KSv2c1tb,https://www.teamblind.com/company/Google/reviews?page=7,,,,Rating Score4.0,4,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,2,2Management,View detailed rating,"“Great benefits and work life balance, but way too much bureaucracy”",Verified User,"Verified User
                    Current Employee · e***** · Software Engineer - Apr 11, 2023",Pros,"Still best-in-tech (or close) benefits, plus good enough TCWork life balance is chill on most teams",Cons,"Executive leadership is reactive, not innovative, and doesn't communicate muchEven small changes require way too much paperwork and cross-team/functional approval",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
KSv2c1tb,https://www.teamblind.com/company/Google/reviews?page=7,,,,Rating Score5.0,5,4,4Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Enjoy what I do”,Verified User,"Verified User
                    Current Employee · l********* · Program Manager - Apr 11, 2023",Pros,"Work life balance is great, perks are great, I enjoy what I do",Cons,"Toxic people at times, too many work streams at the same time",MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
KSv2c1tb,https://www.teamblind.com/company/Google/reviews?page=7,,,,Rating Score3.0,3,3,3Career Growth,4,4Work - Life Balance,5,5Compensation / Benefits,2,2Company Culture,2,2Management,View detailed rating,“Not great”,Verified User,"Verified User
                    Current Employee · d****** · Software Engineer - Apr 11, 2023",Pros,Pay is good. Office is very employee friendly. WLB is good.,Cons,"G hired various people from various companies.  It’s difficult to work with people who have drastically different standards and ethics.Very hierarchical, very woke. Be very careful about every word you used in work communication. Otherwise, they can play politics with it.",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
KSv2c1tb,https://www.teamblind.com/company/Google/reviews?page=7,,,,Rating Score4.0,4,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Big G is not bad”,Verified User,"Verified User
                    Current Employee · q******** · Software Engineer III - Apr 11, 2023",Pros,Great WLB. Respectful and helpful peers. Mountain View campus is amazing. Nice perks.,Cons,Slow growth unless you're very driven. Compensation is ok. Many layers of process and management.,MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
